Block,Lot,Ward,Sect,CityTax,StateTax,ResCode,AmountDue,PoliceDistrict,CouncilDistrict
1855,92,1,70,$4600.91,$229.23,PRINCIPAL RESIDENCE      ,$2274.13,SOUTHEASTERN,1
1856,15,1,70,$4602.40,$229.30,PRINCIPAL RESIDENCE      ,$2304.15,SOUTHEASTERN,1
1856,19,1,70,$4758.27,$237.07,PRINCIPAL RESIDENCE      ,$2379.81,SOUTHEASTERN,1
1856,22,1,70,$4008.93,$199.73,PRINCIPAL RESIDENCE      ,$3536.34,SOUTHEASTERN,1
4166B,19,8,20,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,EASTERN,14
4166C,18,8,20,$562.00,$28.00,PRINCIPAL RESIDENCE      ,$358.62,EASTERN,14
71,66,16,50,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,67,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
71,68,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
4166C,34,8,20,$562.00,$28.00,NOT A PRINCIPAL RESIDENCE,$670.16,EASTERN,14
71,70,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,71,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,72,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
1856,31,1,70,$5882.27,$293.07,PRINCIPAL RESIDENCE      ,$5834.06,SOUTHEASTERN,1
71,74,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,75,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
71,76,16,50,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,77,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4168,7,8,20,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,EASTERN,12
71,79,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1857,1,1,70,$3590.80,$178.90,PRINCIPAL RESIDENCE      ,$3634.26,SOUTHEASTERN,1
71,84,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
71,86,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
71,87,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
1879,46,1,110,$4423.32,$220.38,PRINCIPAL RESIDENCE      ,$2315.32,SOUTHEASTERN,1
1856,39,1,70,$4729.05,$235.61,PRINCIPAL RESIDENCE      ,$2363.53,SOUTHEASTERN,1
2401B,41,15,60,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,7
2401B,47,15,60,$809.28,$40.32,PRINCIPAL RESIDENCE      ,$266.06,WESTERN,7
2402,42,15,60,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,7
1857,30,1,70,$5431.91,$270.63,PRINCIPAL RESIDENCE      ,$66.25,SOUTHEASTERN,1
71,90,16,50,$269.76,$13.44,PRINCIPAL RESIDENCE      ,,WESTERN,9
1857,11,1,70,$3296.31,$164.23,PRINCIPAL RESIDENCE      ,$3351.82,SOUTHEASTERN,1
1857,31,1,70,$5562.29,$277.12,PRINCIPAL RESIDENCE      ,$2937.48,SOUTHEASTERN,1
2402,46,15,60,$472.08,$23.52,PRINCIPAL RESIDENCE      ,$508.12,WESTERN,7
71,94,16,50,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4256,9,28,10,$1897.31,$94.53,PRINCIPAL RESIDENCE      ,$1945.11,NORTHWESTERN,5
1857,35,1,70,$3534.60,$176.10,PRINCIPAL RESIDENCE      ,$3580.36,SOUTHEASTERN,1
72,1,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
72,001A,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
72,69,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1857,36,1,70,$3525.61,$175.65,PRINCIPAL RESIDENCE      ,$3571.74,SOUTHEASTERN,1
4256,50,28,10,$2119.86,$105.62,PRINCIPAL RESIDENCE      ,$2290.01,NORTHWESTERN,5
72,72,16,40,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,75,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,78,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,80,16,40,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,1,16,40,$11927.89,$594.27,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,16,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2402,56,15,60,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,WESTERN,7
2402,58,15,60,$44.96,$2.24,NOT A PRINCIPAL RESIDENCE,$52.72,WESTERN,7
1857,42,1,70,$3997.69,$199.17,PRINCIPAL RESIDENCE      ,$2013.92,SOUTHEASTERN,1
1857,46,1,70,$6995.03,$348.51,PRINCIPAL RESIDENCE      ,$1650.44,SOUTHEASTERN,1
1859,4,1,120,$6538.69,$325.77,PRINCIPAL RESIDENCE      ,$3234.60,SOUTHEASTERN,1
270,53,20,80,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,SOUTHWESTERN,9
72,4,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
72,004B,16,40,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,,
72,004C,16,40,$1079.04,$53.76,PRINCIPAL RESIDENCE      ,,,
72,5,16,40,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,,
4265,7,28,20,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$142.90,NORTHWESTERN,5
4265,8,28,20,$103.41,$5.15,NOT A PRINCIPAL RESIDENCE,$132.32,NORTHWESTERN,5
72,6,16,40,$1079.04,$53.76,NOT A PRINCIPAL RESIDENCE,,,
72,006B,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
4265,9,28,20,$96.66,$4.82,NOT A PRINCIPAL RESIDENCE,$124.40,NORTHWESTERN,5
72,7,16,40,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,,
72,007B,16,40,$1079.04,$53.76,NOT A PRINCIPAL RESIDENCE,,,
72,007C,16,40,$1079.04,$53.76,PRINCIPAL RESIDENCE      ,,,
72,8,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
72,008B,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
72,008C,16,40,$1079.04,$53.76,NOT A PRINCIPAL RESIDENCE,,,
72,9,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
72,009A,16,40,$1079.04,$53.76,NOT A PRINCIPAL RESIDENCE,,,
72,009B,16,40,$1079.04,$53.76,PRINCIPAL RESIDENCE      ,,,
4511C,032B,27,210,$1348.80,$67.20,NOT A PRINCIPAL RESIDENCE,$1592.94,NORTHWESTERN,5
72,010A,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
72,010B,16,40,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,,
72,011A,16,40,$1079.04,$53.76,NOT A PRINCIPAL RESIDENCE,,,
72,011B,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
72,12,16,40,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,,
72,012A,16,40,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,,
72,012B,16,40,$1079.04,$53.76,NOT A PRINCIPAL RESIDENCE,,,
72,013A,16,40,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,,
72,013B,16,40,$1079.04,$53.76,PRINCIPAL RESIDENCE      ,,,
72,14,16,40,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,,
72,014A,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
72,014B,16,40,$1079.04,$53.76,NOT A PRINCIPAL RESIDENCE,,,
4190A,41,8,240,$2221.02,$110.66,PRINCIPAL RESIDENCE      ,$928.92,NORTHEASTERN,13
72,015A,16,40,$1079.04,$53.76,NOT A PRINCIPAL RESIDENCE,,,
72,015B,16,40,$1079.04,$53.76,PRINCIPAL RESIDENCE      ,,,
72,16,16,40,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,,
72,016A,16,40,$899.20,$44.80,PRINCIPAL RESIDENCE      ,,,
72,016B,16,40,$1079.04,$53.76,NOT A PRINCIPAL RESIDENCE,,,
72,17,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
72,017A,16,40,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,,
72,20,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,21,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,23,16,40,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
72,24,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,25,16,40,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
299,43,14,50,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$24.52,,
83,75,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
83,78,16,50,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1862,43,2,60,$3144.21,$156.65,NOT A PRINCIPAL RESIDENCE,$16.23,,
1862,44,2,60,$2015.71,$100.43,NOT A PRINCIPAL RESIDENCE,$10.41,,
1862,45,2,60,$2564.23,$127.76,NOT A PRINCIPAL RESIDENCE,$13.23,,
4429H,25,27,230,$2380.63,$118.61,PRINCIPAL RESIDENCE      ,$1539.70,NORTHWESTERN,5
4459,32,27,220,$3050.54,$151.98,PRINCIPAL RESIDENCE      ,$1452.91,NORTHWESTERN,5
72,42,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,43,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,44,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4502,43,28,10,$2425.59,$120.85,PRINCIPAL RESIDENCE      ,$2486.83,NORTHWESTERN,5
1864,66,1,60,$10035.81,$500.00,NOT A PRINCIPAL RESIDENCE,$10535.82,SOUTHEASTERN,1
72,47,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,49,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,50,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,51,16,40,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
72,52,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,53,16,40,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
249,85,18,70,$269.76,$13.44,NOT A PRINCIPAL RESIDENCE,$316.38,SOUTHERN,9
2403,51,15,60,$809.28,$40.32,PRINCIPAL RESIDENCE      ,$860.07,WESTERN,7
1874A,35,2,60,$10385.76,$517.44,PRINCIPAL RESIDENCE      ,$3642.48,,
1874A,40,2,60,$4358.87,$217.17,PRINCIPAL RESIDENCE      ,$4265.78,,
2404,37,15,60,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,WESTERN,7
72,62,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,63,16,40,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
72,64,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
72,65,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1864,55,1,60,$5811.82,$289.56,PRINCIPAL RESIDENCE      ,$1590.60,SOUTHEASTERN,1
1864,63,1,60,$6791.95,$338.39,PRINCIPAL RESIDENCE      ,$1435.98,SOUTHEASTERN,1
1874A,34,2,60,$4821.22,$240.20,PRINCIPAL RESIDENCE      ,$4685.51,,
1874A,170,2,60,$12364.00,$616.00,PRINCIPAL RESIDENCE      ,$6055.11,,
4292,121,27,230,$786.80,$39.20,PRINCIPAL RESIDENCE      ,$851.49,,
4293,19,27,230,$24476.97,$1219.49,NOT A PRINCIPAL RESIDENCE,$27976.02,NORTHWESTERN,5
72,68,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,16,16,120,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,17,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,18,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,19,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,20,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4313,16,27,230,$2345.41,$116.85,PRINCIPAL RESIDENCE      ,$2527.40,NORTHWESTERN,5
4318,807,27,230,$1026.59,$51.15,PRINCIPAL RESIDENCE      ,$1105.49,,
4356,15,27,220,$4484.76,$223.44,PRINCIPAL RESIDENCE      ,$2356.44,NORTHWESTERN,5
4400,22,27,220,$5036.26,$250.92,PRINCIPAL RESIDENCE      ,$1125.00,NORTHWESTERN,5
76,25,16,120,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,26,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4421B,4,27,230,$2941.13,$146.53,PRINCIPAL RESIDENCE      ,$3147.31,NORTHWESTERN,5
76,28,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,29,16,120,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4426C,6,27,230,$2824.23,$140.71,PRINCIPAL RESIDENCE      ,$2914.08,NORTHWESTERN,5
76,32,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,33,16,120,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,35,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,36,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,37,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
76,38,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
276,98,19,90,$1348.80,$67.20,PRINCIPAL RESIDENCE      ,$208.49,SOUTHERN,9
73,17,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,18,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,19,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,20,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,21,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,22,16,40,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
271,14,20,90,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,SOUTHWESTERN,9
4511C,032C,27,210,$1348.80,$67.20,NOT A PRINCIPAL RESIDENCE,$1592.94,NORTHWESTERN,5
4511D,021B,27,210,$1348.80,$67.20,PRINCIPAL RESIDENCE      ,$1445.32,NORTHWESTERN,5
4511D,62,27,210,$1348.80,$67.20,PRINCIPAL RESIDENCE      ,$1445.32,NORTHWESTERN,5
73,27,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4511D,86,27,210,$1348.80,$67.20,PRINCIPAL RESIDENCE      ,$1445.32,NORTHWESTERN,5
4511H,19,27,210,$1348.80,$67.20,NOT A PRINCIPAL RESIDENCE,$1592.94,NORTHWESTERN,5
73,31,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,32,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,33,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,34,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,35,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,40,16,40,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,41,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,42,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2406,68,15,60,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHWESTERN,7
2406,69,15,60,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$553.68,SOUTHWESTERN,7
1869,67,1,120,$6004.41,$299.15,PRINCIPAL RESIDENCE      ,$2978.11,SOUTHEASTERN,1
1869,79,1,120,$4638.37,$231.09,PRINCIPAL RESIDENCE      ,$2322.12,SOUTHEASTERN,1
4511H,53,27,210,$1348.80,$67.20,PRINCIPAL RESIDENCE      ,$578.60,NORTHWESTERN,5
4526A,12,27,210,$472.08,$23.52,NOT A PRINCIPAL RESIDENCE,$564.72,NORTHWESTERN,5
73,47,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4527,1,27,210,$1756.43,$87.51,NOT A PRINCIPAL RESIDENCE,$987.79,NORTHWESTERN,5
74,16,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,17,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4527,44,27,210,$779.31,$38.83,PRINCIPAL RESIDENCE      ,$836.87,NORTHWESTERN,5
74,19,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,21,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
272,3,20,100,$674.40,$33.60,NOT A PRINCIPAL RESIDENCE,$790.98,SOUTHWESTERN,9
74,25,16,110,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,WESTERN,9
74,26,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,28,16,110,$899.20,$44.80,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,29,16,110,$301.23,$15.01,PRINCIPAL RESIDENCE      ,$5.05,WESTERN,9
74,31,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,32,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,33,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,34,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,35,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2409A,45,16,190,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$131.86,SOUTHWESTERN,9
74,37,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1870,89,1,120,$6128.79,$305.35,PRINCIPAL RESIDENCE      ,$3033.76,SOUTHEASTERN,1
1913,14,22,110,$10011.09,$498.77,PRINCIPAL RESIDENCE      ,$4317.21,SOUTHERN,11
1915,13,24,10,$9597.45,$478.16,PRINCIPAL RESIDENCE      ,$4705.62,SOUTHERN,11
1915,17,24,10,$3402.73,$169.53,PRINCIPAL RESIDENCE      ,$1604.39,SOUTHERN,11
73,50,16,40,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,51,16,40,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,52,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,53,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,54,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,55,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,56,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,57,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,58,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,59,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,60,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,61,16,40,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,62,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
73,63,16,40,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4533,36,27,190,$1126.25,$56.11,PRINCIPAL RESIDENCE      ,$1197.45,NORTHWESTERN,5
1673,47,6,20,$2310.94,$115.14,NOT A PRINCIPAL RESIDENCE,$2520.82,SOUTHEASTERN,13
74,3,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,4,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,5,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,6,16,110,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4536A,113,27,190,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,NORTHWESTERN,5
4536A,121,27,190,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,NORTHWESTERN,5
272,32,20,100,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,$26.36,SOUTHWESTERN,9
1870,90,1,120,$5730.89,$285.52,PRINCIPAL RESIDENCE      ,$2846.76,SOUTHEASTERN,1
2018B,59,24,100,$5658.22,$281.90,PRINCIPAL RESIDENCE      ,$2716.43,SOUTHERN,11
2018B,62,24,100,$4104.85,$204.51,PRINCIPAL RESIDENCE      ,$2049.18,SOUTHERN,11
4536A,124,27,190,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,NORTHWESTERN,5
74,14,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,15,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,31,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4543A,36,27,210,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$90.12,NORTHWESTERN,5
77,33,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,35,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,37,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,39,16,120,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,40,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
274,28,20,120,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHERN,9
77,45,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,46,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,47,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,48,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,49,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,50,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,51,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,52,16,120,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,53,16,120,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
77,44,16,120,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
1891,22,1,90,$7798.31,$388.53,PRINCIPAL RESIDENCE      ,$2756.10,SOUTHEASTERN,1
1892,53,1,100,$5527.09,$275.37,PRINCIPAL RESIDENCE      ,$2748.89,SOUTHEASTERN,1
74,38,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
274,39,20,120,$337.20,$16.80,NOT A PRINCIPAL RESIDENCE,$406.50,SOUTHERN,9
74,40,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4502,74,28,10,$2310.94,$115.14,PRINCIPAL RESIDENCE      ,$1270.51,NORTHWESTERN,5
4502,122,28,10,$2304.20,$114.80,PRINCIPAL RESIDENCE      ,$2470.26,NORTHWESTERN,5
74,43,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,44,16,110,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,45,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,46,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,47,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,48,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
6069,3,26,260,$2290.71,$114.13,PRINCIPAL RESIDENCE      ,$2411.49,NORTHEASTERN,2
74,50,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,51,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,52,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
78,8,16,150,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
78,9,16,150,$316.97,$15.79,PRINCIPAL RESIDENCE      ,,WESTERN,9
6069,63,26,260,$2378.38,$118.50,PRINCIPAL RESIDENCE      ,$1001.04,NORTHEASTERN,2
78,11,16,150,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
78,13,16,150,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,WESTERN,9
78,16,16,150,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
78,17,16,150,$316.97,$15.79,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
2424B,40,16,190,$112.40,$5.60,NOT A PRINCIPAL RESIDENCE,$131.86,SOUTHWESTERN,9
1902E,136,1,90,$3894.28,$194.02,PRINCIPAL RESIDENCE      ,$1874.71,,
1902E,205,1,90,$8345.32,$415.78,PRINCIPAL RESIDENCE      ,$4017.36,,
74,53,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,54,16,110,$67.44,$3.36,PRINCIPAL RESIDENCE      ,,WESTERN,9
4747B,28,27,190,$573.24,$28.56,NOT A PRINCIPAL RESIDENCE,$683.34,NORTHERN,6
4747B,39,27,190,$2267.49,$112.97,PRINCIPAL RESIDENCE      ,$2039.78,NORTHERN,6
74,57,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
1881,24,1,110,$3689.71,$183.83,PRINCIPAL RESIDENCE      ,$1159.48,SOUTHEASTERN,1
4747C,2,27,190,$2446.57,$121.89,PRINCIPAL RESIDENCE      ,$1326.75,NORTHERN,6
74,60,16,110,$22.48,$1.12,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,62,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
4747D,24,27,190,$2505.01,$124.80,PRINCIPAL RESIDENCE      ,$2657.00,NORTHERN,6
4747E,13,27,190,$2292.22,$114.20,PRINCIPAL RESIDENCE      ,$1022.49,NORTHERN,6
274,60,20,120,$67.44,$3.36,NOT A PRINCIPAL RESIDENCE,$79.08,SOUTHERN,9
4759,185,27,690,$2697.60,$134.40,PRINCIPAL RESIDENCE      ,$3.06,,
1882,27,1,80,$4314.65,$214.96,PRINCIPAL RESIDENCE      ,$2208.25,SOUTHEASTERN,1
1886,56,1,100,$3700.95,$184.39,PRINCIPAL RESIDENCE      ,$3739.90,SOUTHEASTERN,1
74,70,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
74,71,16,110,,,NOT A PRINCIPAL RESIDENCE,,WESTERN,9
